========================================
  海外利益保护情报预警平台 - 后端服务
  版本: 2.0.0 (PostgreSQL)
  端口: 3000
  环境: development
========================================
[DB] 连接失败: 
[SELF-CLEAN] osint_intel 无需清理，45 条
[SELF-CLEAN] socmint_intel 无需清理，6 条
[AUTO-ENGINE] 自动采集引擎启动 | 深度检索每5分钟 / 社交通道每10分钟
[2026-08-06T20:11:43.636Z] GET /api/sources
[2026-08-06T20:11:44.114Z] GET /api/sources
[2026-08-06T20:11:45.815Z] GET /api/health
[DB] 连接失败: 
[2026-08-06T20:11:45.822Z] GET /api/intel/public/osint_intel
[DB] 查询错误: 
[PUBLIC] PostgreSQL 不可用，降级读取文件缓存: 
[2026-08-06T20:11:46.003Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.007Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.009Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.011Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.011Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.013Z] PUT /api/datahub/alerts
[2026-08-06T20:11:46.015Z] PUT /api/datahub/events
[2026-08-06T20:11:46.016Z] PUT /api/datahub/terror_events
[2026-08-06T20:11:46.017Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.018Z] PUT /api/datahub/countries
[2026-08-06T20:11:46.021Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.025Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.028Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.030Z] PUT /api/datahub/alerts
[2026-08-06T20:11:46.033Z] PUT /api/datahub/events
[2026-08-06T20:11:46.034Z] PUT /api/datahub/terror_events
[2026-08-06T20:11:46.035Z] PUT /api/datahub/countries
[2026-08-06T20:11:46.037Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.041Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.044Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.048Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.051Z] PUT /api/datahub/alerts
[2026-08-06T20:11:46.053Z] PUT /api/datahub/events
[2026-08-06T20:11:46.055Z] PUT /api/datahub/terror_events
[2026-08-06T20:11:46.058Z] PUT /api/datahub/countries
[2026-08-06T20:11:46.059Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.060Z] PUT /api/datahub/alerts
[2026-08-06T20:11:46.063Z] PUT /api/datahub/events
[2026-08-06T20:11:46.065Z] PUT /api/datahub/terror_events
[2026-08-06T20:11:46.066Z] PUT /api/datahub/countries
[2026-08-06T20:11:46.070Z] POST /api/intel/osint_intel
[2026-08-06T20:11:46.072Z] PUT /api/datahub/alerts
