========================================
  海外利益保护情报预警平台 - 后端服务
  版本: 2.0.0 (PostgreSQL)
  端口: 3000
  环境: development
========================================
[DB] 连接失败: 
[SELF-CLEAN] osint_intel 无需清理，200 条
[SELF-CLEAN] socmint_intel 无需清理，6 条
[AUTO-ENGINE] 自动采集引擎启动 | 深度检索每5分钟 / 社交通道每10分钟
[2026-08-06T20:24:32.832Z] GET /api/media?status=1
[2026-08-06T20:24:32.856Z] POST /api/intel/military_conflicts
[2026-08-06T20:24:32.859Z] POST /api/intel/military_conflicts
[2026-08-06T20:24:32.860Z] GET /api/media?status=1
[2026-08-06T20:24:32.862Z] GET /api/media?status=1
[2026-08-06T20:24:32.864Z] GET /api/media?status=1
[2026-08-06T20:24:32.867Z] GET /api/media?status=1
[2026-08-06T20:24:32.868Z] GET /api/media?status=1
[2026-08-06T20:24:32.876Z] GET /api/media?status=1
[2026-08-06T20:24:32.878Z] GET /api/media?status=1
[2026-08-06T20:24:32.881Z] GET /api/media?status=1
[2026-08-06T20:24:32.883Z] GET /api/media?status=1
[2026-08-06T20:24:32.885Z] GET /api/media?status=1
[2026-08-06T20:24:32.886Z] GET /api/media?status=1
[2026-08-06T20:24:32.887Z] GET /api/media?status=1
[2026-08-06T20:24:32.889Z] GET /api/media?status=1
[2026-08-06T20:24:32.890Z] GET /api/media?status=1
[2026-08-06T20:24:32.892Z] GET /api/media?status=1
[2026-08-06T20:24:32.894Z] POST /api/intel/infrastructure
[2026-08-06T20:24:32.902Z] GET /api/media?status=1
[2026-08-06T20:24:32.904Z] GET /api/media?status=1
[2026-08-06T20:24:32.906Z] GET /api/media?status=1
[2026-08-06T20:24:32.907Z] GET /api/media?status=1
[2026-08-06T20:24:32.908Z] GET /api/media?status=1
[2026-08-06T20:24:32.910Z] GET /api/media?status=1
[2026-08-06T20:24:32.911Z] GET /api/media?status=1
[2026-08-06T20:24:32.912Z] GET /api/media?status=1
[2026-08-06T20:24:32.914Z] GET /api/media?status=1
[2026-08-06T20:24:32.915Z] GET /api/media?status=1
[2026-08-06T20:24:32.916Z] GET /api/media?status=1
[2026-08-06T20:24:32.917Z] GET /api/media?status=1
[2026-08-06T20:24:32.919Z] GET /api/media?status=1
[2026-08-06T20:24:32.920Z] GET /api/media?status=1
[2026-08-06T20:24:32.921Z] GET /api/media?status=1
[2026-08-06T20:24:32.922Z] GET /api/media?status=1
[2026-08-06T20:24:32.924Z] GET /api/media?status=1
[2026-08-06T20:24:32.925Z] GET /api/media?status=1
[2026-08-06T20:24:32.927Z] GET /api/media?status=1
[2026-08-06T20:24:32.928Z] GET /api/media?status=1
[2026-08-06T20:24:32.929Z] GET /api/media?status=1
